Frase,Groundtruth,Predicción
" Comme vous le savez, il existe deux types de contrôles, un contrôle primaire est détecté et si une anomalie est détectée, vous penserez que cette personne n’est pas dans une bonne situation de santé, qu’elle va à un deuxième contrôle déjà avec le personnel médical et qui peut même conduire à cette fermeture qui, comme il le souligne à juste titre, exige la Communauté de Madrid.",1,1
" Minister, I'm sorry there is, that I interrupted you.",0,0
 Nous excluons complètement l’accord du PP sur les budgets avec le gouvernement.,0,0
. Lo mejor que sea lo mejor que puedo,0,0
 And in that agreement the economic part is mostly almost expropriation taxation,1,1
" Hier, j’ai obtenu quelque chose d’aussi important que la Constitution espagnole et ce que contient la Constitution en ce qui concerne la liberté que les parents doivent choisir l’école de leurs enfants et que l’éducation concertée fait partie du système éducatif que nous avons dans notre pays et donc sur un pied d’égalité.",0,1
 Les liquidités des entreprises ont été rares par rapport à ce que le gouvernement avait promis était de 2 milliards d’euros.,1,1
" We have a great urgency and this is constantly repeated to us by the European Central Bank, the Bank of Spain here in Spain, the International Monetary Fund, which tells us about a deepening of the crisis.",1,1
 Interprofessional minimum wage 950 euros and with social dialogue with the employer in the photo.,1,1
" Y eso significa que puede poner en peligro una herramienta, que son los conciertos educativos, que han funcionado muy bien en los últimos 40 años en nuestro país, que nos ha dotado de un excelente sistema educativo y que además responde al marco constitucional que blinda y establece el derecho a la libertad de educación que significa elegir.",1,1
 I offer the president of the government up to eleven state pacts,1,1
 Le nombre de nouvelles contagions continue d’augmenter.,1,1
" Tenemos que llorar nuestros familiares, amigos, pero no tenemos que llorar por el futuro de la humanidad.",0,0
" Como decía Navarro, el director general de Tráfico, es un año especial, un verano especial.",0,0
" Mire, lo primero me permite que le corrija en su pregunta levemente porque doña Evelyn Alonso ya no forma parte de este partido en el Comité Permanente del lunes pasado le fue fue tomada la decisión que ya ha sido comunicada en debida forma a la señora Alonso de expulsión de este partido.",1,1
" La vérité, c’est qu’il n’a pas beaucoup de mérite non plus.",0,0
" El esfuerzo es sin precedente e Las instituciones aquí lo han hecho en este país el Gobierno de España también con un griego, con una articulación de medidas y acciones de impulso institucional sin precedentes como es la crisis.",1,1
" Como pueden observar definitivamente, los datos ya consolidados han sido de 215 fallecidos y 899 heridos graves.",1,1
" Je me souviens de cette campagne de Beiras, que nous avons tous laissé tomber sur la bave en l’écoutant.",0,0
" Bueno, hemos visto lo importante de tener unos servicios de salud pública muy reforzados, quizá en nuestro país los teníamos en mínimos y hemos visto que es muy conveniente tenerlos muy reforzados.",1,1
 Regardez-vous faire des réformes par la bonne façon ou tout cela dont nous parlons n’est pas le mana du ciel.,0,0
" In the summer months of last year there were 10 cyclists, July August 10 cyclists deceased and of those 10, I say again, 7, they did not wear the wearing of the helmet.",1,1
" Dans ce chapitre de politique sociale, il n’y a toujours aucune garantie que nous puissions aller de l’avant.",0,0
" Quelle prévision vous avez de cette intention de touristes étrangers spécifiquement de leurs pays que nous parlons comme le Japon Nouvelle-Zélande, Corée du Sud.",0,0
 El señor Tezanos trabaja a las órdenes de Ferraz y el problema aquí es que el CIS es una institución pública que ha deteriorado.,0,1
" Sí, siempre es una cuestión positiva en nuestra democracia, descalificación de las instituciones y descalificación por tanto del Poder Judicial.",0,0
 The pity is that no one has listened to us.,0,0
 Il s’agit de présenter une alternative aux Espagnols et je pense sincèrement que nous le faisons.,0,0
 But the doubts it generates are obvious.,0,0
" Y bueno, todo eso es quizás lo más complicado, porque es bastante poco normalidad.",0,0
 En estos momentos hay ya más de 120 entidades formando parte de esta red.,1,1
 A Pandemia en sí no es una cosa.,0,0
 Es.,0,0
" Donc, je vous recommande et donc laissé la présentation faite, que vous restez à la table d’à côté.",0,0
" Le chômage n’a pas atteint 10, mais je veux dire la province de Burgos.",1,1
. The tardiness of the public health crisis created a crisis in the health system itself and the health system collapsed,0,1
 No es mi papel reprocharle al vicepresidente cuál es su papel e confese He tenido preguntas en el Congreso en las sesiones de control y me he manifestado en los términos que le acabo de expresar.,0,0
 Tout cela avec une compétitivité qui nous permet d’équilibrer notre solde par compte courant.,0,0
" But tell me one thing, Deputy Secretary, repeats what happened to the PP, with Rajoy and that ended in a motion of censure.",1,0
 C’est évident.,0,0
" Avant-hier, Antonio mentionné n’est pas bon et maintenant ils ne nous permettront pas de donner des chiffres qui ne sont pas exacts.",0,0
 No one better than her to move her countrymen to the situation.,0,0
" En el que los tribunales tienen una independencia el Poder Ejecutivo, en el que España es una democracia consolidada y una democracia de libertades y de igualdad de derechos y oportunidades, eso es España hoy, gracias a quienes articularon en la Transición y a quienes trabajaron conjuntamente.",1,1
 Ha pasado un mes y no se ha hecho nada.,1,0
 Insister.,0,0
" Yo no me puedo imaginar que puede representar una emergencia climática, por eso tenemos que movilizar recursos económicos para hacer una transición ecológica de nuestra economía, una transición ecológica que sea justa, que no deje a nadie atrás, pero tenemos que hacerla sobre todo y ante todo por nuestros hijos y por nuestros nietos.",0,0
" In recent weeks, however, there have been sufficient tools and tools, competing and legal fragments to detect an alternate and eradicate res up.",0,1
" Les recuerdo no solamente que tomó medidas antes de la pandemia sino que ayudó, por ejemplo en la pandemia a los mutualistas dentro del colectivo de autónomos, cuando el Gobierno de España los dejó abandonados.",1,1
 What's going to happen?,0,0
 2018 we created the network of smart tourist destinations.,1,1
" En Espagne, cela équivaut à 700000 PME.",1,1
" During the confinement the first three weeks, gambling and gambling consumption increased by 58 percent, which means that confinement led to social relationships in families being done on television, advertising.",1,1
" Es que nuestro país hermano de la península ibérica para nunca ha habido una presidencia un país grande, precisamente porque el sistema de voto siempre da más peso a los países pequeños, para no hablar de que soy la única mujer en esa mesa.",1,1
". If this summer's shifts are going to get more close to that historic low than beating, it came after the economic crisis",0,0
 De hecho el Plan de Impulso del sector turístico lo presentamos de forma conjunta al Gobierno de España a las comunidades autónomas y toda la cadena de valor del sector turístico junto también con los representantes sindicales.,1,1
" Taxes that we have seen that now say that the General Budgets will not support them, but they have already supported them because the PNV supported an investiture of Pedro Sánchez that had an agreement signed with Podemos.",1,1
 We are going to start this press hearing for the latest news and I apologize for the delay in the start because we have just known that much of the Podemos dome has been charged for alleged irregular funding and among the accused there is a charge of the Government of Spain.,0,1
" For that means financial sufficiency that the Government of Spain has to guarantee to the autonomous communities, and more at the present time.",1,1
" The first is going to be next weekend, where we have an operation, a first operation exit from the summer between Friday, July 3rd to Sunday, July 5th.",0,1
 O esto no va con nosotros?,0,0
" Señor Maroto están ustedes dispuestos a sentarse a negociar con el Partido Popular, algunasde con el Gobierno con el Partido Socialista y con Unidos Podemos?",0,0
 Se ha quedado prácticamente en la mitad de representación en el Parlamento de Vitoria.,1,1
" As the Ministry of Health said, he already remembers what they were saying.",0,1
 Ce n’est pas la première fois et ce n’est pas la première fois que nous dénonçons les privilèges comme des visites qui ne correspondaient pas en beaucoup plus grand nombre que le reste des détenus peuvent en profiter.,1,1
 Reserves are gradually recovering.,1,1
" They were already absolutely unworkable at that time, but at the moment when we find ourselves impossible, absolutely impossible is for a fundamental reason, because the help of the European Union comes with the conditions of having to undertake once and for all these structural reforms that our country needs and which for 40 years have not been addressed by either of the two parties of bipartisanship.",1,1
